web-scraper-order,web-scraper-start-url,nama,caption,ulasan,ulasan_preprocessed,label,sentiment,score;;;;;;
"Sangat mengesankan dan tidak akan bosan untuk kembali lagi.."",""dieng cultur festiv 5 , backpack teman pesan tiket onlin . homestay karna full wisatawan . homestay putri mengizinkan tidur ruang tamunya heheh . wisata dieng plateau candi , kawah , telaga warna , telaga balaikambang , airterjun , sunris sikunir , gunung prau . festiv acara adat potong rambut anak gimbal , 1000 lampion jazz awan . mengesankan bosan .."",negative,""[{'label': 'negative', 'score': 0.7797282338142395}]"",0.7797282338142395";;;;;;
"1680415691-171,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Solowae,Dataran tinggi di Jawa Tengah yang indah,""Di Jawa Tengah di kelilingi banyak gunung. Salah satunya adalah dataran tinggi Dieng.";;;;;;
Terletak antara kabupaten wonosobo dan banjar negara, tempat ini mudah dijangkau dari kedua kabupaten tersebut.;;;;;;
Kami sekeluarga berangkat dari kota semarang jam 07:30 dan sampai dilokasi jam sekitar 12 siang. Setelah sholat dhuhur, yang pertama kami kunjungi adalah kompleks Candi Arjuna. Bangunan candi ini tidak tergolong kecil dan pendek. Tetapi karena terletak di ketinggian dan dikelilingi oleh bukit-bukit, kompleks ini terlihat sangat indah. Udara cukup dingin untuk itu jika mengunjungi tempat ini persiapkan pakai jaket.;;;;;;
Di area parkir banyak pedagang pakaian maupun makanan. Kami mencoba mencicipi kentang goreng dan kripik jamur yang begitu banyak dijual disini.;;;;;;
Kentang dan jamurnya lumayan enak. Anda bisa mencobanya.;;;;;;
Setelah dari candi ini, tujuan selanjutnya Kawah Sikidang. Disini bisa dilihat kawah yang mendidih dari luar pagar. Warga sekitar ada yang menjual telur yang direbus dari panasnya kawah ini. Pemandangan sekitar juga cukup indah.;;;;;;
Setelah puas menikmatinya, kami melanjutkan ke Telaga warna.;;;;;;
Dikawasan ini ada dua telaga, yaitu telaga warna dan telaga pangilon. Saat kami mengunjunginya, air telaga nya berwarna hijau. Karena dikelilingi bukit, telaga ini terlihat cukup indah. Dari informasi, pemandangan terbaik dilihat dari bukit sidengkeng. Tapi sayang, kami tidka bisa melanjutkan ke bukit tersebut karena hari sudah sore dan hujan.;;;;;;
Dari rencana 10 obyek yang akan kami kunjungi, hanya 3 saja yang terlaksana.;;;;;;
"Untuk bisa menikmati semua obyek disini, dibutuhkan 2-3 hari supaya menikmatinya lebih puas."",""jawa kelilingi gunung . salah satunya dataran dieng . terletak kabupaten wonosobo banjar negara , mudah dijangkau kabupaten . sekeluarga berangkat kota semarang jam 07:30 dilokasi jam 12 siang . sholat dhuhur , kunjungi komplek candi arjuna . bangunan candi tergolong pendek . terletak ketinggian dikelilingi bukit-bukit , komplek indah . udara dingin mengunjungi persiapkan pakai jaket . area parkir pedagang pakaian makanan . mencoba mencicipi kentang goreng kripik jamur dijual . kentang jamurnya lumayan enak . mencobanya . candi , tujuan kawah sikidang . kawah mendidih pagar . warga menjual telur direbu panasnya kawah . pemandangan indah . pua menikmatinya , melanjutkan telaga warna . dikawasan telaga , telaga warna telaga pangilon . mengunjunginya , air telaga nya berwarna hijau . dikelilingi bukit , telaga indah . informasi , pemandangan terbaik bukit sidengkeng . sayang , tidka melanjutkan bukit sore hujan . rencana 10 obyek kunjungi , 3 terlaksana . menikmati obyek , dibutuhkan 2-3 menikmatinya pua ."",positive,""[{'label': 'positive', 'score': 0.8557491898536682}]"",0.8557491898536682";;;;;;
"1680415691-172,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,meinadarwan,Surga wisata di tanah Jawa,""Dataran Tinggi Dieng atau yang terkenal sebagai Dieng Plateau merupakan salah satu surga wisata di tanah Jawa. Di Dataran tinggi ini kita dapat menemukan sensasi agro wisata, budaya, melihat kawah, telaga hanya di 1 daerah. Jika berwisata ke Dieng, jangan pernah lupa membawa jaket. kaos kaki, dan topi. Barang-barang ini diperlukan mengingat cuaca Dieng yang sangat dingin di pagi hari hingga mencapai 5 derajat Celcius, namun cukup sejuk di siang hari.Kamera adalah salah satu barang yang wajib dibawa. Banyak spot cantik yang bisa ditemui disini. Berfoto di Kawah Sikidang, Sinila, atau ingin sensari berfoto di candi arjuna juga boleh. Mencoba pepaya khas Dieng atau yang terkenal dengan Carica juga tak boleh dilupakan. Rasanya yang seperti pepaya namun harum dan wangi seperti manggan, serta hanya dapat dijumpai di Dieng.Mengunjungi Dieng sebaiknya dilakukan selama 2-3 hari, hal ini tak lain karena banyak spot menarik disini yang sayang jika dilewatkan.";;;;;;
"Keramahan khas Jawa sangat meninggalkan kesan mendalam. Sayang, di beberapa tempat wisata masih ditemukan sampah berserakan serta WC yang kotor dan bau"",""dataran dieng terken dieng plateau salah surga wisata tanah jawa . dataran menemukan sensasi agro wisata , budaya , kawah , telaga 1 daerah . berwisata dieng , lupa membawa jaket . kao kaki , topi . barang-barang cuaca dieng dingin pagi mencapai 5 derajat celciu , sejuk siang hari.kamera salah barang wajib dibawa . spot cantik ditemui . berfoto kawah sikidang , sinila , sensari berfoto candi arjuna . mencoba pepaya kha dieng terken carica dilupakan . pepaya harum wangi manggan , dijumpai dieng.mengunjungi dieng 2-3 , spot menarik sayang dilewatkan . keramahan kha jawa meninggalkan kesan mendalam . sayang , wisata ditemukan sampah berserakan wc kotor bau"",positive,""[{'label': 'positive', 'score': 0.5860430002212524}]"",0.5860430002212524";;;;;;
"1680415691-173,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Anatane99,""""""keren tau"""""",""ada telaga warna, kawah sikidang, sama candi arjuana... ";;;;;;
"kalau kesini dinggin dan awannya tebal. banyak embun. kalau kesini makanannya warung-warung kecil. ada sate kelinci juga."",""telaga warna , kawah sikidang , candi arjuana ... kesini dinggin awannya tebal . embun . kesini makanannya warung-warung . sate kelinci ."",negative,""[{'label': 'negative', 'score': 0.9765985012054443}]"",0.9765985012054443";;;;;;
"1680415691-174,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Andreanz81,Puncaknya Jawa Tengah,""Apabila di jawa barat ada puncak bogor di jawa tengah juga ada puncak dieng, hehehe,,,,Udaranya dingin sekali, lebih dingin dari bogor malah menurut saya. Jalannya sangat berliku dan ngeri kalau tidak hati2 bisa nyungsep ke jurang. Apalagi kalau sore jarak pandang sangat minim karena kabut. Hati2 ya bagi yang membawa kendaraan sendiri. Semoga bermanfaat."",""jawa barat puncak bogor jawa puncak dieng , heheh , , , ,udaranya dingin , dingin bogor . jalannya berliku ngeri hati2 nyungsep jurang . sore jarak pandang minim kabut . hati2 ya membawa kendaraan . semoga bermanfaat ."",negative,""[{'label': 'negative', 'score': 0.9568217992782593}]"",0.9568217992782593";;;;;;
"1680415691-175,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Dewi S,Touring Jawa Tengah,""NEGERI DI ATAS AWAN";;;;;;
ITULAH SEBUTAN DIENG..;;;;;;
;;;;;;
Dinginnnnn nya ampun... ampun... brrrrr... cocok untuk pasangan baru alias pengantin baru niy... hihi... ;;;;;;
Paling cocok ke dieng saat musim dingin.. ;;;;;;
Karena di posisi puncak sangat indah sekali.. seperti negeri diatas awan.. Subhanallah keren bgt... ;;;;;;
padahal saat itu kami diatas motor.. tp view nya seperti di pendakian gunung gitu... ;;;;;;
Tak lupa kami membeli buah tangan yaitu bunga edolweis (yaitu bunga abadi) pada dasarnya bunga ini sangat dilindungi apalagi di semua gunung.. sangat tidak mungkin deh diperbolehkan membawa turun bunga itu saat mendaki gunung.. tapi disini kita bisa membelinya harganya pun murah bgt.. (10 rb saja per bucket)..;;;;;;
;;;;;;
Senangnya bisa menikmati Indahnya telaga warna dan masih bnyk lagi tempat2 indah dsni... ;;;;;;
;;;;;;
Terima Kasih Atas Karuniamu Ya Allah..;;;;;;
"INDAHNYA INDONESIA KU"",negeri awan sebutan dieng .. dinginnnnn nya ampun ... ampun ... brrrrr ... cocok pasangan alia pengantin niy ... hihi ... cocok dieng musim dingin .. posisi puncak indah .. negeri diata awan .. subhanallah keren bgt ... diata motor .. tp view nya pendakian gunung gitu ... lupa memb buah tangan bunga edolwei ( bunga abadi ) dasarnya bunga dilindungi gunung .. deh diperbolehkan membawa turun bunga mendaki gunung .. membelinya harganya murah bgt .. ( 10 rb bucket ) .. senangnya menikmati indahnya telaga warna bnyk tempat2 indah dsni ... terima kasih karuniamu ya allah .. indahnya indonesia ku,positive,""[{'label': 'positive', 'score': 0.986138641834259}]"",0.986138641834259";;;;;;
"1680415691-176,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Hari_akbar,""Dieng, Dataran Tinggi kaya objek wisata. Jauh lebih indah saat musim kemarau."",""Tak berlebihan jika Dieng disebut dengan dataran tinggi tempat Dewa bersemayam. Tempatnya yang agak jauh dari Kota membuatnya justru istimewa. Hawa sejuk akan menyambut siapa saja yang akan mengunjungi Dieng. Plus hamparan awan putih membuat pengunjung serasa seperti diatas awan.";;;;;;
Akses paling mudah menuju dieng adalah melalui Wonosobo. Dan objek wisata yang wajib dikunjungi adalah bukit Prau, Candi Arjuna, Bukit SIkunir dan Telaga Warna serta kawah Sikidang.;;;;;;
Objek wiasa tersebut memiliki keunikannya yang berbeda-beda. Meski tak se-spektakuler Gunung-gunung di Jawa Timur atau Jawa Tengah, wilayah dieng memiliki eksotisme tersendiri. Kawah sikidang dan telaga warna sangat bagus untuk spot berfoto dan treking. Plus hawa yang sejuk membuat pengunjung betah berlama-lama. Jika masih punya waktu luang, jangan lewatkan menyaksikan sejarah terbentuknya dataran tinggi Dieng lewat Dieng Teater.;;;;;;
"Sayangnya saya mengunjungi Dieng saat musim penghujan sehingga tak bisa melihat keindahan matahari terbit yang legendaris itu. Jika akan ke Dieng, disarankan saat puncak musim kemarau, meski akan terasa lebih dingin, namun pemandangannya jauh lebih spektakuler. Penginapan dengan harga terjangkau akan sangat mudah ditemukan di sekitar objek wisata. Plus pengunjung tidak akan sulit menemukan panganan lezat khas Dieng seperti jamur crispy atau Carica."",""dieng dataran dewa bersemayam . tempatnya kota membuatnya istimewa . hawa sejuk menyambut mengunjungi dieng . plu hamparan awan putih pengunjung serasa diata awan . aks mudah dieng wonosobo . objek wisata wajib dikunjungi bukit prau , candi arjuna , bukit sikunir telaga warna kawah sikidang . objek wiasa memiliki keunikannya berbeda-beda . se-spektakul gunung-gunung jawa timur jawa , wilayah dieng memiliki eksotism tersendiri . kawah sikidang telaga warna bagu spot berfoto treke . plu hawa sejuk pengunjung betah berlama-lama . luang , lewatkan menyaksikan sejarah terbentuknya dataran dieng dieng teater . sayangnya mengunjungi dieng musim penghujan keindahan matahari terbit legendari . dieng , disarankan puncak musim kemarau , dingin , pemandangannya spektakul . penginapan harga terjangkau mudah ditemukan objek wisata . plu pengunjung sulit menemukan panganan lezat kha dieng jamur crispi carica ."",positive,""[{'label': 'positive', 'score': 0.9854816198348999}]"",0.9854816198348999";;;;;;
"1680415691-177,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,putrisulung,Biasa Saja,Jangan berekspektasi berlebihan. Terlalu biasa untuk dikunjungi. Belum dikelola dengan baik dan penuh penjaja yang kurang tertib. Sangat kecewa karena jauh dari bayangan dan publikasi selama ini.,berekspektasi . dikunjungi . dikelola penuh penjaja tertib . kecewa bayangan publikasi .,negative,""[{'label': 'negative', 'score': 0.9828073978424072}]"",0.9828073978424072";;;;;;
"1680415691-178,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Juliawati,""Dataran tinggi yang sangat indah, sayang sekali...."",""Sebenarnya saya cukup senang dapat mengunjungi kembali dataran tinggi Diang, dekat kota Wonosobo yang sejuk, dataran tinggi di mana kemiripan dengan dataran tinggi Nepal karena alam, kontur, ketinggian dan sifat perubahan suhunya sangat mirip. Saya terakhir berkunjung mungkin 10 tahun lalu, di mana masih banyak sarana yang bagus. Kekecewaan saya memuncak saat di tiap pos ada yang meminta uang tiket masuk, tiket masuk Dieng area Rp. 8000,- (wisatawan domestik), tiket masuk Telaga Warna, telaga Pengilon dan area sekitarnya Rp.7500,-per orang ( wisatawan domestik) lalu yang mengejutkan wisatawan mancanegara Rp.150.000,- (get real! ngga masuk akal). Parkir tiap mobil Rp.5000,-, belum lagi ke lokasi lain seperti museum, theater (ternyata isinya pemutaran film pendek yang kurang informatif) Rp.4000,- per oarng (wisatawan domestik), trus kami dikenai parkir Rp. 5000 lagi, kalau tiap kali parkir dikenai segitu, kalikan dengan jumlah parkir lokasi wisata yang tersebar, belum termasuk tiket masuk wisata tiap2 lokasi waduh berapa mesti bayar untuk mereka? Kurang masuk akal rasanya....Ketika kami mencoba mencari penginapan di sekitar kota Dieng, tidak ada satupun yang tersedia, sepertinya tiap penginapan cuma kamar2 penduduk yang sedikit dirubah seperti kamar kost dengan standard pas-pasan...Maaf untuk lokasi sebagus ini, degan prasarana yang buruk seperti itu, kapan majunya wisata Dieng? sungguh sangat disayangkan."",""senang mengunjungi dataran diang , kota wonosobo sejuk , dataran kemiripan dataran nepal alam , kontur , ketinggian sifat perubahan suhunya . berkunjung 10 , sarana bagu . kekecewaan memuncak po uang tiket masuk , tiket masuk dieng area rp . 8000 , - ( wisatawan domestik ) , tiket masuk telaga warna , telaga pengilon area rp.7500 , -per orang ( wisatawan domestik ) mengejutkan wisatawan mancanegara rp.150.000 , - ( get real ! ngga masuk akal ) . parkir mobil rp.5000 , - , lokasi museum , theater ( isinya pemutaran film pendek informatif ) rp.4000 , - oarng ( wisatawan domestik ) , tru dikenai parkir rp . 5000 , kali parkir dikenai segitu , kalikan parkir lokasi wisata tersebar , tiket masuk wisata tiap2 lokasi mesti bayar ? masuk akal .... mencoba mencari penginapan kota dieng , satupun tersedia , penginapan kamar2 penduduk dirubah kamar kost standard pas-pasan ... maaf lokasi sebagu , degan prasarana buruk , majunya wisata dieng ? sungguh disayangkan ."",negative,""[{'label': 'negative', 'score': 0.9959028363227844}]"",0.9959028363227844";;;;;;
"1680415691-179,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Andri266,Negeri Impian,""Dieng Pleteau sangat indah dan berada pada dataran tinggi. Sehingga suhu sangat dingin. Dieng Pleteau berada di kabupaten wonosobo. Ada beberapa jalur untuk masuk ke wonosobo yaitu melalui purwokerto, magelang dan banjarnegara. Dieng pletau adalah kota yang sangat indah. Banyak peninggalan sejarah yang menjadi saksi bisu. Namun sayang kurang perhatian dari pemerintah setempat untuk mengembangkan wisata tersebut. Suasana daerah tersebut masih sangat kental sekali kekeluargaannya. Penduduk setempat sangat ramah. Untuk penginapan sangatlah murah sekali. Dan untuk makan sangat murah juga. Lahan pertanian bisa kita lihat sangat subur sekali. Dieng Pleteau adalah sebuah negeri impian."",""dieng pleteau indah dataran . suhu dingin . dieng pleteau kabupaten wonosobo . jalur masuk wonosobo purwokerto , magelang banjarnegara . dieng pletau kota indah . peninggalan sejarah saksi bisu . sayang perhatian pemerintah mengembangkan wisata . suasana daerah kental kekeluargaannya . penduduk ramah . penginapan murah . makan murah . lahan pertanian lihat subur . dieng pleteau negeri impian ."",positive,""[{'label': 'positive', 'score': 0.7436705231666565}]"",0.7436705231666565";;;;;;
"1680415691-180,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,lulusibolang,indahnya matahari terbit di dieng,""Dataran para Dewa,tempat yang sungguh luar biasa,terletak di plato dieng tempat ini sangat dingin,keramahan penduduk,kuliner yang unik seperti carica dan mie ongklok,tempat wisata yang banyak seperti telaga warna,telaga cebong,kawah si kidang yang luar biasa adalah matahari terbit dan matahari senjanya,";;;;;;
"Tempat yang populer untuk melihat matahari terbit dan terbenam adalah bukit sikunir dan gunung prau."",""dataran dewa , sungguh , terletak plato dieng dingin , keramahan penduduk , kulin unik carica mie ongklok , wisata telaga warna , telaga cebong , kawah si kidang matahari terbit matahari senjanya , popul matahari terbit terbenam bukit sikunir gunung prau ."",negative,""[{'label': 'negative', 'score': 0.9391429424285889}]"",0.9391429424285889";;;;;;
